(1691, 1386)
(1692, 1385)
(1692, 1384)
(1692, 1383)
(1693, 1384)
(1694, 1383)
(1695, 1382)
(1695, 1381)
(1696, 1381)
(1696, 1380)
(1696, 1379)
(1697, 1378)
(1697, 1379)
(1698, 1378)
(1698, 1379)
(1698, 1380)
(1699, 1379)
(1700, 1378)
(1700, 1379)
(1700, 1380)
(1700, 1381)
(1700, 1382)
(1700, 1383)
(1701, 1382)
(1701, 1383)
(1701, 1384)
(1701, 1385)
(1701, 1386)
(1702, 1385)
(1702, 1386)
(1703, 1385)
(1704, 1384)
(1705, 1383)
(1706, 1383)
(1706, 1384)
(1707, 1383)
(1708, 1382)
(1708, 1383)
(1708, 1384)
(1709, 1383)
(1709, 1384)
(1709, 1385)
(1710, 1384)
(1710, 1385)
(1710, 1386)
(1711, 1385)
(1711, 1386)
(1712, 1385)
(1712, 1386)
(1713, 1385)
(1713, 1386)
(1714, 1387)
(1715, 1388)
(1715, 1389)
(1716, 1389)
(1716, 1390)
(1717, 1391)
(1718, 1392)
(1718, 1393)
(1717, 1394)
(1716, 1395)
(1717, 1395)
(1718, 1396)
(1719, 1397)
(1720, 1398)
(1721, 1399)
(1722, 1399)
(1723, 1399)
(1724, 1400)
(1725, 1400)
(1725, 1401)
(1725, 1402)
(1726, 1401)
(1726, 1402)
(1726, 1403)
(1727, 1402)
(1728, 1403)
(1728, 1404)
(1729, 1405)
(1730, 1406)
(1731, 1407)
(1732, 1408)
(1733, 1409)
(1734, 1409)
(1735, 1410)
(1736, 1411)
(1737, 1412)
(1738, 1412)
(1739, 1413)
(1740, 1413)
(1740, 1414)
(1740, 1415)
(1740, 1416)
(1741, 1415)
(1741, 1416)
(1742, 1416)
(1743, 1416)
(1743, 1417)
(1744, 1417)
(1745, 1418)
(1746, 1419)
(1747, 1418)
(1748, 1417)
(1748, 1416)
(1749, 1416)
(1749, 1417)
(1750, 1418)
(1751, 1419)
(1751, 1420)
(1752, 1420)
(1752, 1421)
(1753, 1421)
(1753, 1422)
(1754, 1422)
(1754, 1423)
(1754, 1424)
(1754, 1425)
(1755, 1424)
(1756, 1425)
(1756, 1426)
(1756, 1427)
(1757, 1426)
(1757, 1427)
(1758, 1428)
(1759, 1428)
(1760, 1429)
(1760, 1430)
(1761, 1429)
(1762, 1430)
(1763, 1431)
(1764, 1431)
(1765, 1432)
(1766, 1433)
(1766, 1434)
(1767, 1434)
(1767, 1435)
(1768, 1436)
(1769, 1436)
(1769, 1437)
(1769, 1438)
(1768, 1439)
(1769, 1440)
(1769, 1441)
(1770, 1441)
(1770, 1442)
